(56, 395, 101, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(57, 1146, 605, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(58, 794, 70, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(59, 1117, 427, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(60, 1064, 82, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(61, 431, 115, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(62, 476, 112, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(63, 393, 88, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(64, 392, 42, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(65, 976, 40, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(66, 1195, 507, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(67, 1071, 395, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(68, 120, 12, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(69, 1147, 498, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
(70, 1189, 74, [1, 2, 3, 4, 5, 6, 7, 0], [0, 9, 18, 27, 36, 45, 55, -1], [9, 18, 27, 36, 45, 55, 64, -1])
